駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
伊予土居,686,"1,345",637,47.36,176,791,371,"1,971",512,121,24,45,"315,262",112,8,766,8.37,9.72,8.59,10.61,11.81,14.87,14.28,11.66,10.09,57.78,28.89,685
関川,112,400,201,50.25,59,234,106,270,157,39,25,0,0,14,1,0,9.3,8.54,8.79,13.32,9.55,14.82,15.83,9.55,10.3,0,0,98
多喜浜,168,"2,064",994,48.16,300,"1,246",508,"1,103",821,196,24,13,"136,323",59,6,0,8.8,10.17,9.53,11.77,12.21,13.23,16.34,10.99,6.96,38.46,46.15,316
新居浜,"3,980","2,125","1,009",47.48,230,"1,281",588,"2,042",953,320,34,35,"432,277",140,13,184,7.58,7.05,9.48,13.96,11.2,13.15,16.96,12.05,8.58,42.86,34.29,963
中萩,188,730,340,46.58,79,429,223,594,287,67,23,9,"64,507",33,3,0,5.9,9.33,6.72,10.15,11.39,16.05,17.15,13.58,9.74,44.44,33.33,233
伊予西条,"3,056","4,073","1,925",47.26,570,"2,368","1,110","3,934","1,769",636,36,82,"391,941",323,24,19,8.97,9.58,8.22,13.44,12.82,11.85,13.48,11.19,10.45,60.98,36.59,"2,152"
石鎚山,48,318,150,47.17,37,184,96,255,130,34,26,1,"2,694",18,0,0,8.2,5.99,7.26,12.62,11.36,13.88,17.35,15.46,7.89,100,100,110
伊予氷見,104,"1,233",575,46.63,139,678,416,"1,398",461,91,20,13,"52,927",51,2,315,6.65,9.25,6.89,10.14,11.52,13.46,16.06,13.54,12.49,53.85,38.46,430
伊予小松,516,"2,078",976,46.97,277,"1,188",616,"1,642",829,197,24,29,"130,438",116,7,48,8.6,9.22,7.35,11.14,11.53,14.17,15.56,12.97,9.46,41.38,48.28,652
玉之江,94,654,317,48.47,74,389,195,493,252,57,23,6,"5,260",33,0,75,7.42,8.18,8.79,10.91,11.21,15.76,15.15,11.82,10.76,50,33.33,129
壬生川,"1,528","1,703",809,47.5,246,984,468,"2,320",709,234,33,51,"238,889",227,21,36,10,7.41,8.18,15.24,11.12,13.29,13.65,10.71,10.41,58.82,35.29,"1,523"
伊予三芳,432,925,426,46.05,121,571,233,718,351,77,22,7,"22,418",40,1,63,7.47,10.39,7.14,12.12,14.39,14.5,15.8,11.04,7.14,42.86,42.86,248
伊予桜井,506,969,465,47.99,134,634,201,909,365,66,18,7,"152,938",30,0,306,8.06,11.05,7.95,13.74,12.81,16.01,15.91,9.19,5.27,28.57,28.57,212
伊予富田,212,"1,425",650,45.61,212,834,377,"1,183",552,107,19,16,"80,792",64,4,169,9.35,9.14,6.32,14.9,11.52,12.93,17.43,11.95,6.47,50,43.75,359
今治,"4,950","3,163","1,379",43.6,325,"1,794","1,030","9,357","1,484",649,44,115,"1,176,584",558,55,"1,744",5.75,8.64,9.12,10.77,12.55,13,14.05,13.44,12.68,56.52,39.13,"6,189"
波止浜,208,"1,529",745,48.72,190,941,398,"1,154",645,193,30,10,"104,143",57,4,0,8.18,7.72,9.42,13.15,11.38,13.8,17.53,10.86,7.98,60,40,500
波方,144,423,208,49.17,52,257,116,486,144,14,10,3,"7,637",17,2,0,7.57,10.64,8.75,10.17,12.29,13.48,19.62,10.87,6.62,33.33,33.33,305
大西,376,"1,458",688,47.19,208,903,346,"1,557",571,126,22,15,"60,923",83,4,317,8.72,9.88,9.68,13.25,10.57,14.28,18.39,9.33,5.9,40,46.67,625
伊予亀岡,188,612,289,47.22,59,327,238,553,250,55,22,9,"30,728",35,1,102,4.5,9.49,4.5,8.52,11.09,13.99,17.36,16.88,13.67,33.33,44.44,126
菊間,474,"1,614",755,46.78,150,868,597,"1,491",673,189,28,38,"56,047",130,4,62,5.64,6.63,7.01,8.62,10.6,14.45,19.4,16.99,10.66,57.89,39.47,532
浅海,186,534,247,46.25,46,298,192,494,194,36,19,2,0,29,1,0,3.75,8.61,6.18,9.74,8.43,14.79,22.1,14.04,12.36,50,50,153
大浦,68,201,88,43.78,16,106,79,135,59,3,5,0,0,3,1,0,4.48,8.46,6.97,8.46,11.44,11.94,16.92,16.92,14.43,0,0,16
伊予北条,"2,660","2,809","1,272",45.28,321,"1,590",879,"3,300","1,182",380,32,51,"354,627",208,14,968,7.7,8.74,9.42,10.89,10.93,12.5,16.48,13.72,9.6,49.02,45.1,"1,085"
柳原,240,"1,418",656,46.26,168,807,444,"1,025",532,101,19,15,"104,520",52,2,7,7.68,8.39,7.82,11.56,11.21,11.21,19.73,12.9,9.51,40,46.67,424
粟井,728,"2,766","1,228",44.4,511,"1,663",583,"1,442","1,032",214,21,9,"53,959",73,4,0,12.33,11.31,7.61,15.74,12.07,11.97,15.34,8.34,5.29,44.44,44.44,466
光洋台,250,729,343,47.05,88,427,214,470,261,43,16,7,"77,457",28,4,0,7.54,10.01,7.13,10.84,11.25,14.27,18.93,11.93,8.09,71.43,14.29,155
堀江,448,"2,765","1,327",47.99,369,"1,741",652,"1,910","1,005",234,23,18,"61,349",67,3,150,8.87,8.66,8.98,13.36,12.42,14.45,16.19,10.29,6.77,44.44,44.44,501
伊予和気,834,"2,684","1,238",46.13,414,"1,689",570,"1,952",969,201,21,30,"112,265",108,4,282,9.91,10.73,9.72,13.76,12.49,13.35,14.62,9.5,5.91,33.33,43.33,679
三津浜,"1,078","4,475","2,068",46.21,538,"2,756","1,162","3,108","1,795",452,25,30,"248,158",152,15,110,7.54,9.36,9.43,12.21,12.21,14.5,15.62,11.4,7.74,33.33,56.67,"1,255"
松山,"14,358","5,241","2,379",45.39,542,"3,550","1,011","9,581","2,832","1,501",53,85,"1,780,907",505,50,485,6.98,8.37,12.39,15.76,14.6,14.92,12.86,8.64,5.49,52.94,36.47,"7,264"
市坪,580,"1,991",941,47.26,275,"1,313",397,"1,474",762,160,21,6,"162,797",48,1,253,9.27,9.53,11.84,13.96,12.1,15.12,14.36,8.87,4.94,16.67,66.67,414
北伊予,486,"1,207",549,45.48,139,683,385,"1,238",452,90,20,13,"93,023",63,3,366,7.27,8.43,7.36,11.07,11.16,13.64,17.11,14.96,9.01,23.08,61.54,339
伊予横田,282,426,194,45.54,47,252,126,257,153,22,14,3,"176,600",13,0,0,6.32,11.71,7.49,8.67,12.65,17.33,13.11,12.65,10.07,0,0,67
鳥ノ木,374,"2,420","1,144",47.27,453,"1,610",353,"1,961",909,207,23,17,"372,715",91,3,37,12.83,11.22,11.51,18.13,11.92,12.96,11.88,6.29,3.27,52.94,35.29,"1,057"
伊予市,"1,110","3,285","1,448",44.08,466,"1,963",849,"4,249","1,346",418,31,84,"532,718",319,19,788,9.15,9.49,9.77,13.43,11.69,13.21,13.73,10.86,8.67,46.43,46.43,"2,199"
向井原,122,595,276,46.39,82,342,171,628,208,40,19,6,"20,150",25,1,215,8.75,7.91,8.75,11.95,10.44,12.29,19.36,12.29,8.25,16.67,83.33,145
高野川,70,100,47,47,11,56,34,63,35,8,23,0,0,3,0,0,4.95,7.92,7.92,8.91,7.92,19.8,11.88,14.85,15.84,0,0,4
伊予上灘,210,355,169,47.61,23,199,137,437,136,29,21,15,"40,783",31,1,99,2.49,7.2,7.48,7.76,7.76,17.45,18.01,16.34,15.51,33.33,53.33,153
下灘,62,85,36,42.35,15,46,23,51,31,7,23,0,0,1,0,0,14.12,7.06,7.06,20,1.18,9.41,18.82,9.41,12.94,0,0,7
串,20,70,33,47.14,2,33,29,51,22,3,14,0,0,0,0,0,1.56,7.81,9.38,4.69,10.94,14.06,12.5,21.88,17.19,0,0,0
喜多灘,38,131,65,49.62,18,70,44,91,44,7,16,1,0,2,0,0,7.63,8.4,6.11,7.63,14.5,16.03,13.74,16.79,9.16,0,100,2
伊予長浜,396,819,376,45.91,78,409,331,"1,115",335,99,30,44,"161,350",144,5,107,5.01,7.94,4.88,8.67,10.38,13.43,17.83,15.51,16.36,45.45,36.36,609
伊予出石,60,374,181,48.4,40,214,127,325,137,27,20,3,"9,522",21,0,50,5.77,7.61,10.24,7.87,9.71,17.85,13.65,13.91,13.39,0,66.67,96
伊予白滝,40,410,167,40.73,20,170,229,404,144,37,26,19,"24,898",32,0,15,3.1,5.25,4.3,4.77,6.92,13.13,16.95,18.14,27.45,31.58,57.89,145
八多喜,86,732,347,47.4,93,399,239,782,284,70,25,23,"46,193",72,1,167,6.98,9.71,7.8,10.26,10.12,13.41,16.42,13.95,11.35,34.78,52.17,293
春賀,28,242,128,52.89,40,144,58,427,90,21,23,1,0,17,1,43,9.96,12.03,7.05,8.71,13.69,14.94,14.52,12.45,6.64,0,100,278
五郎,62,267,123,46.07,25,176,69,200,101,17,17,1,0,5,0,0,6.37,7.49,10.11,10.86,9.36,19.85,15.36,9.74,10.86,0,0,49
伊予大洲,"1,984","2,272","1,054",46.39,343,"1,302",613,"2,928",980,349,36,87,"693,516",285,31,254,10.32,8.9,8.55,13.95,11.51,12.13,14.17,11.34,9.12,47.13,43.68,"1,713"
西大洲,78,859,410,47.73,155,564,139,848,337,92,27,4,"4,255",23,0,175,12.81,9.9,12.34,14.9,12.57,14.67,10.36,6.98,5.47,50,25,268
伊予平野,50,374,175,46.79,39,206,129,506,158,42,27,2,766,28,2,150,4.81,9.63,2.94,10.43,12.03,15.24,18.18,14.71,12.03,0,100,168
千丈,2,786,372,47.33,91,506,193,620,327,81,25,5,"21,968",32,3,132,6.21,12.8,5.83,10.14,13.31,17.62,16.73,11.79,5.58,60,40,154
八幡浜,"2,114","2,111",972,46.04,239,"1,252",611,"2,779",975,354,36,56,"382,383",238,9,184,6.62,8.86,5.67,11.1,13.72,16.44,15.67,12.58,9.34,48.21,33.93,"1,717"
双岩,84,703,317,45.09,79,404,220,646,250,55,22,5,"7,181",28,0,64,6.13,10.11,6.13,8.69,12.39,14.53,19.09,14.67,8.26,20,60,223
伊予石城,46,42,21,50,8,20,18,47,18,3,17,0,0,3,0,3,11.36,4.55,4.55,15.91,6.82,9.09,15.91,22.73,9.09,0,0,21
上宇和,172,"1,353",663,49,283,853,214,991,492,110,22,13,"93,535",51,5,72,14.3,12.89,7.7,16,14,13.33,9.7,6.81,5.26,46.15,23.08,447
卯之町,704,"1,405",632,44.98,173,737,496,"2,331",636,208,33,47,"274,281",206,14,194,7.75,7.89,6.18,12.86,9.59,11.51,17.56,15,11.66,57.45,38.3,"1,460"
下宇和,18,144,64,44.44,14,83,47,230,59,12,20,2,"2,252",10,0,2,5.52,8.97,4.83,8.97,8.28,15.86,19.31,17.93,10.34,0,50,160
立間,186,229,104,45.41,26,120,84,430,86,22,26,16,"49,246",35,4,56,6.99,8.73,6.99,8.73,8.73,13.54,16.16,18.34,11.79,31.25,37.5,284
伊予吉田,258,"1,166",524,44.94,135,586,445,"1,342",444,138,31,33,"116,348",94,3,240,6.86,8.91,4.71,10.28,10.2,12.17,15.25,16.11,15.51,36.36,51.52,466
高光,10,264,124,46.97,45,151,69,419,94,20,21,8,"14,163",31,4,131,9.77,12.41,6.39,12.03,11.65,12.78,14.29,12.03,8.65,50,25,181
北宇和島,118,"1,755",742,42.28,262,"1,073",418,"1,952",705,235,33,20,"485,911",124,8,249,9.64,13.23,8.73,11.64,12.38,12.78,12.89,11.35,7.36,30,50,"1,018"
宇和島,"2,738","3,201","1,423",44.45,319,"1,782","1,100","6,215","1,572",664,42,190,"908,847",796,85,168,6.22,7.16,6.84,10.81,10.53,13.44,18.09,14.13,12.78,62.11,34.21,"4,622"
伊予大平,30,386,182,47.15,60,228,98,335,123,15,12,3,0,20,2,118,7.77,13.47,7.25,10.88,13.47,14.25,12.95,13.47,6.48,66.67,33.33,85
伊予中山,268,212,102,48.11,24,124,67,314,80,22,28,7,"35,314",17,1,48,4.61,12.9,8.29,7.37,11.06,13.82,17.97,15.21,8.76,28.57,42.86,164
伊予立川,66,142,63,44.37,17,81,46,146,44,8,18,2,0,6,0,21,3.47,13.19,11.11,1.39,14.58,17.36,11.11,18.75,9.03,0,100,62
内子,"1,498","1,431",662,46.26,238,859,335,"1,491",519,115,22,17,"183,382",80,6,380,11.11,10.62,8.04,13.63,12.16,13.07,13.35,10.2,7.83,52.94,35.29,518
内子,"1,428","1,431",662,46.26,238,859,335,"1,491",519,115,22,17,"183,382",80,6,380,11.11,10.62,8.04,13.63,12.16,13.07,13.35,10.2,7.83,52.94,35.29,518
五十崎,2,101,49,48.51,11,56,33,242,39,6,15,1,0,9,1,0,7.07,6.06,9.09,9.09,12.12,11.11,19.19,13.13,13.13,100,0,198
喜多山,12,263,133,50.57,49,171,47,166,92,17,18,0,"1,059",6,2,17,11.28,12.78,10.15,11.65,16.92,12.78,10.15,8.65,5.64,0,0,56
新谷,238,"1,056",510,48.3,156,641,258,"1,221",355,69,19,14,"36,294",55,2,471,9.68,17.84,7.4,10.72,11.57,13.09,10.44,10.72,8.54,50,35.71,372
伊予大洲,"1,984","2,272","1,054",46.39,343,"1,302",613,"2,928",980,349,36,87,"693,516",285,31,254,10.32,8.9,8.55,13.95,11.51,12.13,14.17,11.34,9.12,47.13,43.68,"1,713"
宇和島,"2,738","3,201","1,423",44.45,319,"1,782","1,100","6,215","1,572",664,42,190,"908,847",796,85,168,6.22,7.16,6.84,10.81,10.53,13.44,18.09,14.13,12.78,62.11,34.21,"4,622"
北宇和島,122,"1,755",742,42.28,262,"1,073",418,"1,952",705,235,33,20,"485,911",124,8,249,9.64,13.23,8.73,11.64,12.38,12.78,12.89,11.35,7.36,30,50,"1,018"
務田,100,295,141,47.8,39,162,94,227,118,32,27,7,"18,998",21,1,0,8.84,8.16,5.44,11.56,9.86,15.65,15.31,13.61,11.56,28.57,57.14,113
伊予宮野下,296,648,291,44.91,93,357,197,"1,138",253,59,23,21,"104,994",64,3,402,10.05,7.11,7.42,13.14,9.27,13.29,16.69,14.53,8.5,33.33,47.62,410
二名,26,286,132,46.15,38,168,82,180,110,21,19,1,0,13,0,0,10.76,6.25,5.9,13.54,9.03,13.54,19.79,11.11,10.07,0,100,37
大内,30,245,117,47.76,34,131,87,281,95,19,20,3,"1,811",12,0,64,6.77,10.36,4.38,9.56,9.56,13.55,16.33,18.73,10.76,0,100,75
深田,14,276,130,47.1,23,139,114,272,120,40,33,1,0,8,0,80,3.99,7.97,5.8,5.43,7.97,11.96,19.57,22.1,15.22,0,0,36
近永,388,"1,023",458,44.77,160,556,309,"1,555",426,129,30,42,"371,497",118,8,432,9.85,10.05,4.78,12.1,12.49,12.29,15.22,12.2,11.02,40.48,45.24,712
出目,36,504,249,49.4,59,294,151,581,170,56,33,6,"54,186",30,0,0,9.11,6.73,5.94,12.67,10.89,13.47,19.6,12.28,9.31,33.33,33.33,310
